Residual 	 Iterations
2.700285115875661e-07 	 441
2.707076213338117e-07 	 472
1.6743719953395918e-06 	 495
1.65951753744214e-07 	 462
1.5711457142680192e-07 	 485
1.3235281949050722e-07 	 426
1.1011463406775409e-07 	 476
1.2145789132902405e-07 	 465
1.170216518061991e-07 	 478
1.1666325404312687e-07 	 407
1.323204661304945e-07 	 465
1.265863221216062e-07 	 482
9.565177784820073e-08 	 246
1.072799202941425e-07 	 431
9.807265540015216e-08 	 379
1.1356644612209403e-07 	 472
1.1767704970339078e-07 	 490
1.2578007942419386e-07 	 478
9.315480968632001e-08 	 456
0.00011932021725464081 	 486
1.6266146101288618e-07 	 457
1.6254277485575146e-07 	 399
1.4771995550965517e-07 	 385
1.1925463035866387e-07 	 489
1.2087854647019596e-07 	 428
1.1109906527822845e-07 	 456
1.283492137760907e-07 	 296
1.1867482006378914e-07 	 462
1.0474391097556855e-07 	 464
1.0852025514667692e-07 	 310
1.070262606786374e-07 	 479
9.924865703991806e-08 	 500
8.598913903888431e-08 	 402
8.695599984723879e-08 	 447
9.784161055196607e-08 	 466
9.413040627125096e-08 	 419
8.433627381670706e-08 	 187
9.093216003968835e-08 	 286
8.868300014008138e-08 	 431
8.995236499255719e-08 	 145
9.597200971805977e-08 	 490
9.211656729354194e-08 	 429
1.0305286722926246e-07 	 375
1.021334420750062e-07 	 439
9.766191433711863e-08 	 448
1.0300987880736829e-07 	 466
1.0220610078317741e-07 	 374
1.2031499837235716e-07 	 404
1.052848484585986e-07 	 316
9.95438384378745e-08 	 386
1.016052927567318e-07 	 189
1.1158819033635151e-07 	 369
9.59285324330034e-06 	 491
1.988075738448721e-07 	 464
1.8478168251644798e-07 	 482
2.0355121522815897e-07 	 244
1.6847670251569368e-07 	 457
1.3576352529572763e-07 	 394
1.1835691352773065e-07 	 211
1.21192226826911e-07 	 444
8.887234097122782e-08 	 212
9.76948013268957e-08 	 406
1.0534802259250825e-07 	 326
9.296303895012045e-08 	 499
1.0936547157026657e-07 	 432
1.1523555315665973e-07 	 480
9.560250928977647e-08 	 488
8.441563308799727e-08 	 477
9.47018063670216e-08 	 383
7.892205394507304e-08 	 460
8.573154828415579e-08 	 166
9.932294904436234e-08 	 193
9.230952348462905e-08 	 151
9.3111262685879e-08 	 417
9.576806415244152e-08 	 492
9.804590416540727e-08 	 221
8.567553804101388e-08 	 91
8.483795473867685e-08 	 412
9.316814414319941e-08 	 178
8.727178064089238e-08 	 108
9.474761879036867e-08 	 236
9.082656382708156e-08 	 251
9.210513959154764e-08 	 152
8.318193801214454e-08 	 175
9.883461600891588e-08 	 467
8.481253512443054e-08 	 323
8.912877986009845e-08 	 335
1.1196535268469696e-07 	 467
1.1620077110710447e-07 	 353
1.1102198520645179e-07 	 434
1.2655209432466562e-07 	 172
1.1674719188096244e-07 	 453
1.3835432047573626e-07 	 280
1.2563082041607122e-07 	 409
1.2302430291665346e-07 	 475
1.1404170461057513e-07 	 417
1.1863549837513364e-07 	 454
1.0643886663714621e-07 	 223
1.1736268686663455e-07 	 483
1.1772580620825851e-07 	 136
9.83388152215772e-08 	 119
9.839877259098954e-08 	 214
1.0523158166569996e-07 	 282
1.059960776608465e-07 	 444
1.0360354697171546e-07 	 459
1.126889460325545e-07 	 491
1.0169484684801986e-07 	 419
1.0425911020473023e-07 	 297
1.0054099212506268e-07 	 386
1.1890275618069932e-07 	 369
9.62159989069978e-08 	 255
1.0676421411386734e-07 	 264
9.842764174892944e-08 	 384
1.0256165780796443e-07 	 397
1.0649500381085535e-07 	 280
1.1126101173821683e-07 	 473
9.614212704968886e-08 	 234
9.74384651017934e-08 	 299
1.1238136837949917e-07 	 373
1.3934454922024978e-07 	 495
0.02205117652280276 	 27
1.8865739469022215e-07 	 457
1.739773633692678e-07 	 297
9.111899302491221e-07 	 484
9.9264916942464e-08 	 121
1.1275946380034258e-07 	 226
1.0189159781390393e-07 	 328
9.133936226823982e-08 	 493
9.499011595381899e-08 	 147
9.491922877888643e-08 	 408
1.1688290662685865e-07 	 452
9.682291031667179e-08 	 314
8.611130858916131e-08 	 447
9.66912203399352e-08 	 458
8.582060357214435e-08 	 80
8.671156388730932e-08 	 103
1.0884064793448744e-07 	 327
1.027148566626241e-07 	 424
1.0564677978138975e-07 	 416
1.015612764985445e-07 	 389
9.718772892400757e-08 	 155
1.0737250672564615e-07 	 260
1.0383038847317705e-07 	 495
1.1294295539205442e-07 	 321
1.1283645742752685e-07 	 415
1.0909238111373748e-07 	 311
9.037946603400702e-08 	 484
1.29341051089176e-07 	 465
1.336978534314176e-07 	 485
1.3863683794170756e-07 	 424
9.214141275065447e-08 	 212
1.043813575508239e-07 	 464
1.0510291708301209e-07 	 212
9.566501180695723e-08 	 159
9.222968136175914e-08 	 401
8.301977833722334e-08 	 351
9.014146410530526e-08 	 195
1.0255164214722034e-07 	 430
1.0228750949383769e-07 	 490
8.857092083786528e-08 	 319
9.985379509088432e-08 	 488
9.651203411378613e-08 	 500
9.501700302493049e-08 	 292
9.373477261077498e-08 	 450
9.331166369337757e-08 	 456
9.89506760408076e-08 	 275
9.323392123685277e-08 	 444
1.0183427240909075e-07 	 142
1.1110871556628561e-07 	 487
1.0582260707485611e-07 	 486
1.0368269417395568e-07 	 306
9.67462059468334e-08 	 128
1.2611825332939074e-07 	 172
1.2573767795077088e-07 	 497
9.69978503906844e-08 	 117
9.234324000630004e-08 	 161
9.186290319939392e-08 	 498
9.822613219312478e-08 	 305
1.0502522870572507e-07 	 350
1.0244741152249975e-07 	 495
9.784798704571709e-08 	 439
9.695227739494998e-08 	 385
9.374633474269378e-08 	 438
9.471401154813304e-08 	 371
8.935716808841708e-08 	 434
9.701703140355803e-08 	 190
1.0126290321716693e-07 	 443
9.14168882368444e-08 	 261
1.0069759366499987e-07 	 377
9.325888821950104e-08 	 491
1.620870358552616e-07 	 372
2.1873618330211504e-07 	 468
1.281523649421656e-07 	 315
1.28909111664079e-07 	 412
1.0799270612011709e-07 	 195
1.1843217868490078e-07 	 402
1.1174725108934366e-07 	 364
1.044545197114642e-07 	 191
1.144104199534277e-07 	 491
1.032460837230775e-07 	 158
1.2269303245075344e-07 	 381
1.1280617391741017e-07 	 488
1.1567993077537699e-07 	 252
1.3555773748602454e-07 	 356
9.829783508121369e-08 	 153
9.402549463576369e-08 	 316
1.0208920054576774e-07 	 415
1.2158935980989235e-07 	 379
1.1509125195687525e-07 	 476
1.1448155906548862e-07 	 463
1.6621459705319375e-07 	 434
1.6670458642452292e-07 	 247
1.7032194195740386e-07 	 290
1.5801081472979735e-07 	 404
9.527377075982045e-08 	 95
9.699405197960008e-08 	 121
1.1192806612555409e-07 	 410
1.0612001078218198e-07 	 489
1.1183773758179249e-07 	 477
1.0561478579438345e-07 	 426
9.62697727996824e-08 	 443
1.0831113849399113e-07 	 351
1.0925451197585305e-07 	 280
9.407998622046732e-08 	 388
1.1618042947960221e-07 	 448
1.0418539295313944e-07 	 396
1.4333948673313595e-07 	 401
1.62483631848777e-07 	 444
8.346617652413926e-05 	 201
0.002173336440296029 	 207
1.1662222634796133e-07 	 395
1.24216900796102e-07 	 221
1.1802771561985171e-07 	 437
0.00015972470213038715 	 444
1.1533077153084298e-07 	 469
1.1136404843949708e-07 	 368
1.254005103790565e-07 	 338
1.0164152134873025e-07 	 431
9.603987608576536e-08 	 464
9.920492444665501e-08 	 186
1.0460097124673769e-07 	 474
9.85886732385186e-08 	 455
9.785456474075091e-08 	 488
1.0129473491813429e-07 	 409
9.728289615896527e-08 	 459
1.043718999233255e-07 	 212
1.0142359820661892e-07 	 389
1.0932009577035102e-07 	 421
9.882296165784768e-08 	 430
9.62805866605127e-08 	 476
1.1451407800755942e-07 	 193
1.204072715419941e-07 	 397
1.3721119607574793e-07 	 188
1.4158921542971723e-07 	 280
9.504956891565137e-08 	 244
1.0286884162402998e-07 	 263
1.1035555573048002e-07 	 464
1.011361375322447e-07 	 458
9.235907239671476e-08 	 143
9.260638202134934e-08 	 400
8.867740490529418e-08 	 155
9.371206388022578e-08 	 135
9.733009151094234e-08 	 367
1.0228436943242192e-07 	 493
1.0941192221507266e-07 	 453
1.0542336717749078e-07 	 109
1.130297885215471e-07 	 393
1.1030484156583312e-07 	 437
1.125018997022781e-07 	 500
1.1068934238992884e-07 	 415
1.0135407328505514e-07 	 263
1.3327224818984687e-07 	 299
9.252612045252139e-08 	 251
1.0486618790435488e-07 	 411
1.027975040118021e-07 	 324
1.2866002182240444e-07 	 472
1.8178479424194774e-07 	 367
1.9289509363327447e-07 	 343
1.9500539905135983e-07 	 186
1.971839379927579e-07 	 461
9.91687406533696e-08 	 362
1.0123154002318492e-07 	 312
1.1518425294993555e-07 	 460
9.810736241324953e-08 	 382
9.175245882612056e-08 	 182
1.0444386188172484e-07 	 420
9.332444415315516e-08 	 427
9.875621476160669e-08 	 225
9.4654581221572e-08 	 384
9.67661902091526e-08 	 321
9.37691155298559e-08 	 443
9.885539641742979e-08 	 370
8.831629299892537e-08 	 487
9.536008439595803e-08 	 270
9.177522625737328e-08 	 485
1.0287894436893235e-07 	 373
1.0066779846883428e-07 	 458
9.524447377922904e-08 	 349
9.930891172569973e-08 	 416
9.066719717997691e-08 	 230
1.1294266925714816e-07 	 410
1.1152060820434538e-07 	 283
1.4433084429610444e-07 	 492
1.1381967892348036e-07 	 424
1.2770083910961132e-07 	 200
1.293440739693182e-07 	 143
1.1759789503755133e-07 	 185
1.1979303707783774e-07 	 271
1.206283362412452e-07 	 336
1.3055014697490463e-07 	 482
9.810627474317715e-08 	 358
1.0265793529104438e-07 	 499
1.0159157030675762e-07 	 384
1.019649613893535e-07 	 432
1.014288832311384e-07 	 489
1.0883467522055724e-07 	 442
1.0394071196434951e-07 	 368
1.0531083517802783e-07 	 399
9.193463103640184e-08 	 340
8.890852270085743e-08 	 345
9.484274373051235e-08 	 81
1.0903799731098068e-07 	 224
9.28817459393614e-08 	 478
1.0283155810620441e-07 	 495
9.38201209126652e-08 	 468
1.0736820640981084e-07 	 210
1.144674763028626e-07 	 498
1.2025612576197733e-07 	 414
9.761815464121565e-08 	 363
9.600812311503278e-08 	 445
0.009088862108220755 	 55
0.0069573763476058065 	 264
1.7084020393688544e-07 	 437
1.7751835812839444e-07 	 415
1.4658165885697834e-07 	 492
1.4316619754759158e-07 	 227
1.0185370912693095e-07 	 259
9.959599696855823e-08 	 327
9.321390086569704e-08 	 120
9.212366560568667e-08 	 111
9.337653685784581e-08 	 219
9.362232684119921e-08 	 188
1.1417962103373476e-07 	 429
9.891903065423811e-08 	 401
9.739677950950661e-08 	 203
9.77076229963876e-08 	 82
9.962307092938e-08 	 165
9.738324369422013e-08 	 465
9.326823943311961e-08 	 197
9.417834149292155e-08 	 353
1.0091765376111905e-07 	 487
1.0412935958129088e-07 	 54
1.0050093292234333e-07 	 387
9.347017843068565e-08 	 378
1.0459855408808462e-07 	 437
1.00180200084359e-07 	 470
9.906500499567633e-08 	 371
9.40927640384663e-08 	 354
9.190436958507689e-08 	 383
1.0208101708139217e-07 	 488
1.1939843315949848e-07 	 482
1.298424249851768e-07 	 382
1.1477114087978021e-07 	 343
1.1781236742994407e-07 	 422
1.1006184335842355e-07 	 399
1.0731292001352118e-07 	 378
9.249546315546564e-08 	 471
9.240258562208849e-08 	 351
8.598735600963867e-08 	 372
8.0518756249609e-08 	 160
8.937470089092146e-08 	 189
8.30029226779386e-08 	 116
9.04519911203879e-08 	 385
8.806866158300168e-08 	 334
8.833457586436487e-08 	 478
8.614244713847887e-08 	 474
8.690035020978104e-08 	 75
8.188441176075121e-08 	 416
8.615709215496977e-08 	 453
9.149277318280291e-08 	 210
9.091388074925274e-08 	 373
8.759270102601648e-08 	 500
8.753043906996768e-08 	 165
8.8628477917669e-08 	 330
1.0331728117503805e-07 	 380
9.476956006883559e-08 	 293
9.869192438347954e-08 	 303
1.097480830286807e-07 	 315
8.837141978954971e-08 	 395
8.994730183945072e-08 	 86
9.160359451169021e-08 	 111
8.520730321352475e-08 	 157
9.618162825666858e-08 	 461
0.0015971171589714021 	 48
1.0303889920469107e-07 	 231
9.789093331102779e-08 	 229
9.928943885831824e-08 	 176
9.853119304308089e-08 	 190
9.193332475170749e-08 	 398
9.500671156330087e-08 	 194
9.455686099677316e-08 	 130
9.081695766801357e-08 	 167
1.0368471770471229e-07 	 340
9.613310781123515e-08 	 136
9.863721920064166e-08 	 111
8.729280070440406e-08 	 217
1.0566396834873984e-07 	 455
1.1826473493658848e-07 	 370
1.103845239930894e-07 	 474
1.0185671761100268e-07 	 185
1.1102484840300557e-07 	 333
1.0122273226082094e-07 	 438
1.0589869780527495e-07 	 423
8.922184030174333e-08 	 377
9.33408652157412e-08 	 451
1.0014694631403167e-07 	 494
1.2025141375140343e-07 	 224
1.0852769224394198e-07 	 434
1.2864649727227295e-07 	 484
1.1301857747882393e-07 	 275
1.0886105561719154e-07 	 345
1.3124602047648626e-07 	 496
2.7810506066856344e-07 	 382
3.2788029787691464e-07 	 481
1.761779102651427e-07 	 485
1.6071291921794805e-07 	 487
1.456983701437244e-07 	 115
1.4869233620828685e-07 	 402
1.287681923730168e-07 	 458
1.244756831871579e-07 	 460
1.1363809422625846e-07 	 232
1.1251787837266539e-07 	 305
8.909770827818013e-08 	 402
9.912737259129001e-08 	 470
9.459248407235369e-08 	 482
9.333863984556336e-08 	 228
8.860612259721678e-08 	 404
9.531254785023645e-08 	 433
1.0581089527730585e-07 	 279
1.0320230260551692e-07 	 376
9.819019026842929e-08 	 412
1.028192759253498e-07 	 498
9.213348496674518e-08 	 447
1.0549108107051274e-07 	 327
9.358022695949074e-08 	 363
9.497687185782166e-08 	 381
9.798788695701222e-08 	 470
9.144239479215467e-08 	 379
1.1624959877820332e-07 	 169
1.106388190827157e-07 	 486
1.3109895219574512e-07 	 373
1.2256687391514083e-07 	 307
1.1710944384052337e-07 	 181
1.3126712524740507e-07 	 332
1.2823043450257783e-07 	 494
1.835393038722602e-07 	 440
1.3513428421852452e-07 	 498
1.2855373009247196e-07 	 378
9.877604489116173e-08 	 404
1.255598178516151e-07 	 471
1.4534677813774842e-07 	 468
1.4821389926750257e-07 	 359
1.0680948777208848e-07 	 326
1.3699275068483573e-07 	 490
1.1304965281853453e-07 	 392
1.0370262884634525e-07 	 248
1.0158639733761645e-07 	 380
9.210948199451141e-08 	 98
1.1813158708897316e-07 	 477
1.0509763596907623e-07 	 172
1.0929470657600586e-07 	 284
1.1072445337459167e-07 	 211
1.2558478175541283e-07 	 161
1.2042139297223573e-07 	 124
1.2179525777235624e-07 	 89
1.263579680795941e-07 	 253
1.1059126073794689e-07 	 104
1.083228175969758e-07 	 95
1.0887633485697127e-07 	 380
1.1491972222248368e-07 	 116
8.846291267092563e-08 	 475
9.88844615582866e-08 	 396
9.665216033267924e-08 	 389
8.770130452554232e-08 	 477
9.84053195565447e-08 	 323
9.544083499215062e-08 	 356
1.0182429798948444e-07 	 452
9.794647179457832e-08 	 426
9.422814589294282e-08 	 64
9.993119263247674e-08 	 80
1.0037437128668099e-07 	 95
1.0769307403412991e-07 	 116
1.1407436560861393e-07 	 473
1.0813623366747973e-07 	 354
1.2628690807287573e-07 	 279
1.2505465481575757e-07 	 358
1.1270432852714893e-07 	 373
9.781745064209027e-08 	 357
1.096750742182482e-07 	 392
1.1389283485889757e-07 	 266
1.0294470773114e-07 	 143
1.02800376609305e-07 	 364
1.3770115919559477e-07 	 203
1.435229427270417e-07 	 458
1.0792095253347755e-07 	 281
9.378183102419967e-08 	 475
9.953355948677267e-08 	 244
1.0386684185130524e-07 	 434
1.0292331404998637e-07 	 258
9.740875669757218e-08 	 366
1.058221352236543e-07 	 157
1.0089989365351093e-07 	 446
9.483107143852651e-08 	 473
9.607876214678033e-08 	 82
1.1151217445482244e-07 	 395
1.1033329374389091e-07 	 423
1.045944065444906e-07 	 422
1.0052292075059591e-07 	 491
1.1757059633134552e-07 	 478
1.1390302133475292e-07 	 426
1.254930949306599e-07 	 473
1.0771547147741045e-07 	 461
1.1274444925161108e-07 	 438
1.0685084573446522e-07 	 304
1.2819811604525982e-07 	 246
1.1754713038163106e-07 	 314
1.0757479054750513e-07 	 318
1.061706271832811e-07 	 378
1.0378650024561642e-07 	 260
1.1440782831665028e-07 	 241
1.6159924638153684e-07 	 419
1.7291261436620994e-07 	 395
1.1266650264288975e-07 	 484
1.1091946070491378e-07 	 434
1.0220766462410093e-07 	 391
1.0028092641042446e-07 	 454
9.903142679130748e-08 	 414
1.0129373367613553e-07 	 472
1.0054271753280564e-07 	 466
1.0797157710042245e-07 	 324
1.0548248037551857e-07 	 472
9.972925128771817e-08 	 125
1.0907516916961647e-07 	 466
1.1129249857737533e-07 	 479
1.2327377292789618e-07 	 373
1.2660429159090433e-07 	 453
0.0012224245361257607 	 54
1.5226203909352154e-07 	 486
1.0327484950366906e-07 	 411
1.1028474568336526e-07 	 489
9.476814476122624e-08 	 341
1.0142784863757069e-07 	 445
1.4905879283265626e-07 	 478
1.4670880246674225e-07 	 467
1.2263669196878716e-07 	 286
1.2067127882054288e-07 	 294
1.0207710671934114e-07 	 439
1.0040549370530687e-07 	 283
8.862827787814025e-08 	 129
9.204592889359904e-08 	 165
9.987185730460854e-08 	 269
8.955360489586652e-08 	 100
8.967790065716126e-08 	 278
9.111184109349615e-08 	 79
9.864523502323409e-08 	 217
1.0431682012260028e-07 	 212
9.956548264911064e-08 	 369
8.184602759214449e-08 	 410
1.050808186855452e-07 	 275
9.26409470096926e-08 	 124
9.334492360249733e-08 	 382
1.1256053234683162e-07 	 278
1.0323562128455246e-07 	 488
8.990991396085357e-08 	 128
8.922618133210493e-08 	 498
8.861927434226894e-08 	 185
1.0611862305421099e-07 	 354
1.0017061651637679e-07 	 483
9.763963619088966e-08 	 397
9.058020058333084e-08 	 71
9.609464946557228e-08 	 96
9.057288033113954e-08 	 140
9.856036909156959e-08 	 498
9.667015465513464e-08 	 214
1.0195442328642002e-07 	 417
9.924740161776053e-08 	 304
1.000977604177838e-07 	 411
9.997287152954585e-08 	 479
9.25674219670118e-08 	 458
9.004352918749616e-08 	 291
9.049553038351208e-08 	 423
9.550061769809364e-08 	 473
1.1010262907463552e-07 	 474
1.1923624980569414e-07 	 475
1.206767602945276e-07 	 190
1.3763859522742469e-07 	 476
2.1685221405891252e-07 	 440
1.9686971223709366e-07 	 337
1.231189187599969e-07 	 393
1.2648577285919934e-07 	 193
9.057932146476521e-08 	 144
9.563708648153573e-08 	 206
9.035798460536341e-08 	 170
9.948880398067272e-08 	 459
8.606291498197149e-08 	 111
9.304216277381147e-08 	 396
8.834703129750847e-08 	 80
8.352510445111627e-08 	 70
8.557338040760746e-08 	 89
8.474027280222138e-08 	 88
9.611489893527357e-08 	 360
8.624652941901155e-08 	 478
8.558405086182433e-08 	 462
9.174809926098193e-08 	 213
9.050841779025237e-08 	 404
1.0151676415940971e-07 	 424
9.42560532444267e-08 	 444
8.987720972713628e-08 	 483
1.0046591713998372e-07 	 327
1.1045651074292463e-07 	 420
8.893976918170058e-08 	 364
9.324739225749767e-08 	 462
0.001409134769456559 	 175
1.0745919187677075e-07 	 423
9.897417493650794e-08 	 328
9.649487047021737e-08 	 266
1.1600357011987673e-07 	 462
1.3145291968018842e-07 	 454
9.351617496702486e-08 	 494
1.0307534384898676e-07 	 462
9.453586163091214e-08 	 270
8.91797796839195e-08 	 315
1.009493386000421e-07 	 312
1.0512241950857981e-07 	 446
9.700795654759987e-08 	 224
9.55752230102235e-08 	 62
9.69316873045076e-08 	 467
9.673573283954765e-08 	 345
8.884698056405643e-08 	 446
1.0104116395872776e-07 	 436
1.058643677166685e-07 	 269
8.38642244974508e-08 	 93
9.983669744626249e-08 	 348
9.633619081213503e-08 	 324
1.0869129968623997e-07 	 324
1.0221604813150813e-07 	 319
1.8646226494168832e-07 	 424
1.6514317269978403e-07 	 257
1.500744645789071e-07 	 390
1.6507962903449473e-07 	 283
8.733225168705954e-08 	 362
9.353130102324133e-08 	 494
9.256451502349197e-08 	 450
1.0146765055853793e-07 	 488
9.538239517698525e-08 	 328
9.357781971073445e-08 	 158
8.684463738712654e-08 	 114
9.083261942267653e-08 	 289
9.515336512188327e-08 	 463
8.686192744685459e-08 	 434
8.747603445456093e-08 	 362
9.611512278764419e-08 	 452
9.519993891995399e-08 	 379
8.655868854718236e-08 	 298
1.0065387599833022e-07 	 145
1.0563400511589131e-07 	 435
9.927126401035988e-08 	 430
1.0944074580498529e-07 	 263
1.212276504367995e-07 	 499
1.1079963872888117e-07 	 395
1.4588926649390221e-07 	 431
1.1413921445636181e-07 	 444
3.3526497759986175e-07 	 465
2.3011142920292083e-07 	 410
1.1309324665477117e-07 	 274
1.1300448103166935e-07 	 270
9.027237228762924e-08 	 486
9.179832992205725e-08 	 452
8.856409967929612e-08 	 388
9.606297767804776e-08 	 363
8.91303988849031e-08 	 443
9.71399493349205e-08 	 249
1.0376940912727124e-07 	 192
9.854852566212253e-08 	 442
9.085844947212688e-08 	 136
9.313817397917178e-08 	 187
8.481293634910447e-08 	 146
9.548433337738132e-08 	 388
8.62199969241673e-08 	 188
9.270891822419631e-08 	 485
8.969694699827455e-08 	 404
1.0079485114778414e-07 	 295
8.659709979287781e-08 	 317
1.2430937707746862e-07 	 346
9.935270238866172e-08 	 500
9.55665273400905e-08 	 363
9.212590875452819e-08 	 183
9.634060386313973e-08 	 242
1.0272661668887198e-07 	 427
1.0814603598949524e-07 	 476
9.717399244705904e-08 	 380
1.0270040166438122e-07 	 162
1.465301197578528e-07 	 391
1.2765032402290675e-07 	 480
9.85796732067665e-08 	 487
1.0161618571438654e-07 	 393
1.0829743801564092e-07 	 365
1.1979169730890352e-07 	 475
1.1782044713897682e-07 	 353
1.360117222171779e-07 	 402
1.1060784910362387e-07 	 269
1.1726899571404873e-07 	 292
9.835287368904832e-08 	 449
1.0343665803825421e-07 	 370
1.1665092755179768e-07 	 483
1.0754761950643163e-07 	 448
1.3351241184942758e-07 	 401
1.2521146308382517e-07 	 474
1.1867100717341143e-07 	 403
1.540098962722836e-07 	 494
9.350394822052575e-08 	 384
1.035966363097611e-07 	 366
9.392642998246815e-08 	 292
9.651165828835457e-08 	 407
9.140382206197573e-08 	 124
9.783692431973769e-08 	 283
8.930091393226412e-08 	 119
9.128316403951951e-08 	 349
9.793389512721384e-08 	 387
9.882622409913869e-08 	 433
1.0707935031714573e-07 	 486
1.0442369977806423e-07 	 445
9.791127897174296e-08 	 464
9.245462416473723e-08 	 112
1.1480198426284312e-07 	 426
9.034611650714141e-08 	 226
9.750376193456556e-08 	 420
1.0769152763394104e-07 	 420
1.1394684800887792e-07 	 479
9.90334461344083e-08 	 291
3.071026997164592e-07 	 499
2.2590806525601813e-07 	 483
1.0310245610214385e-07 	 318
9.200082171315876e-08 	 360
9.593095819825786e-08 	 479
1.0193337224513061e-07 	 267
1.094888645203643e-07 	 430
1.1862215924023667e-07 	 465
9.610347105700183e-08 	 345
9.464531898995017e-08 	 406
9.726404751375072e-08 	 288
9.149701557171648e-08 	 415
1.0254392365156319e-07 	 498
1.0249877741106871e-07 	 474
1.3795141725586056e-07 	 206
1.393568942189918e-07 	 97
1.3222950209564e-07 	 102
1.3451044727134344e-07 	 86
1.2496686874521173e-07 	 274
1.2293074595449923e-07 	 322
9.794077489361541e-08 	 439
9.999678510949314e-08 	 484
8.655752138616867e-08 	 224
8.085788060364205e-08 	 239
8.317657554638567e-08 	 177
8.710545583396801e-08 	 412
9.154117705292416e-08 	 92
9.295259627749017e-08 	 449
1.032043358073644e-07 	 462
1.0288072904850118e-07 	 431
9.247721716601489e-08 	 409
9.215646396748923e-08 	 477
1.0104479848199373e-07 	 326
1.039603794057433e-07 	 477
9.429410953523547e-08 	 235
1.0335536429160845e-07 	 216
8.956751784969117e-08 	 371
9.365998919042649e-08 	 461
1.0803780600801951e-07 	 486
1.0084579704873397e-07 	 404
1.263960886165476e-07 	 312
1.320867668261715e-07 	 217
1.2995481072861658e-07 	 324
1.2736249141568844e-07 	 265
1.3318929905033077e-07 	 354
1.2614884246145657e-07 	 230
9.575685877397498e-08 	 350
1.002049865321346e-07 	 484
9.162048704276933e-08 	 477
9.913836093728341e-08 	 172
9.266885152815719e-08 	 96
9.551679929333642e-08 	 290
8.854294563404805e-08 	 310
9.195392386399792e-08 	 482
8.926406369599399e-08 	 84
9.30665298210708e-08 	 496
9.103724455053036e-08 	 367
8.887317460590705e-08 	 82
9.831541069906216e-08 	 431
9.889488687894721e-08 	 133
9.675493917069728e-08 	 490
8.892163501245716e-08 	 304
1.0027650608204693e-07 	 500
1.0373614507526551e-07 	 384
1.0728644594037158e-07 	 302
1.1117690299657856e-07 	 425
1.0214805046328257e-07 	 174
1.1724981136800953e-07 	 439
1.0730344316073192e-07 	 446
1.2264065900864506e-07 	 467
1.1995879937458654e-07 	 499
1.1678238100983712e-07 	 466
2.984149439143575e-07 	 494
2.198699841286497e-07 	 470
1.6030158797649763e-07 	 473
2.7690424406135275e-07 	 499
1.853417781800311e-07 	 358
1.8190345044192525e-07 	 490
1.3905703907627818e-07 	 434
0.002413665350835905 	 354
9.39381929523971e-08 	 214
9.65330596745872e-08 	 436
8.94209191984718e-08 	 294
8.835915907086e-08 	 439
9.537660328731119e-08 	 481
9.740323758217279e-08 	 367
1.0215808131239389e-07 	 498
1.1569104909337303e-07 	 402
9.57876817622066e-08 	 311
9.606645078848647e-08 	 314
9.597511918315281e-08 	 102
9.251761476588314e-08 	 73
9.813979277522956e-08 	 373
9.114895481864354e-08 	 402
8.938928562978059e-08 	 78
9.213181332733837e-08 	 472
1.0020895245095724e-07 	 301
9.713648273892428e-08 	 295
1.0721225826274904e-07 	 145
9.380370358402672e-08 	 123
1.3677732907583866e-07 	 349
1.3902650301971847e-07 	 317
1.5521452244497303e-07 	 200
1.7241117259933982e-07 	 238
1.3866188697933752e-07 	 336
1.2286909711659167e-07 	 403
1.014656567189065e-07 	 361
1.0437795904892415e-07 	 437
1.0287867669701033e-07 	 457
9.047640132457554e-08 	 293
8.747269344364017e-08 	 75
9.873119822965335e-08 	 365
8.295455982592271e-08 	 64
8.58006832235543e-08 	 449
8.734789513046161e-08 	 416
8.139086748879688e-08 	 104
8.535217511413348e-08 	 268
7.995190496078705e-08 	 100
8.904389487321544e-08 	 369
8.270527720378334e-08 	 154
8.554132310489469e-08 	 435
9.150199706544898e-08 	 192
8.729687681978315e-08 	 485
9.951736442906156e-08 	 412
9.188948039067297e-08 	 493
9.575142920292275e-08 	 408
9.06373073088469e-08 	 422
9.727457107675064e-08 	 364
9.308716183470492e-08 	 353
9.859283682707131e-08 	 434
1.0280016980627655e-07 	 412
1.0308129605210222e-07 	 182
1.2393653107766988e-07 	 380
1.2256327627501697e-07 	 351
9.901133750230339e-08 	 312
9.901180235335903e-08 	 276
8.732778598816485e-08 	 403
9.688094658782277e-08 	 426
8.911242845912047e-08 	 263
8.593296773735125e-08 	 260
8.93251237561814e-08 	 454
9.338780139799903e-08 	 443
9.297949659789832e-08 	 456
8.539836721798872e-08 	 432
9.12735959429747e-08 	 84
9.269537564660777e-08 	 457
9.4941415938874e-08 	 379
8.979598519007463e-08 	 283
9.229207893401191e-08 	 454
8.456798221497109e-08 	 392
9.216388949675919e-08 	 440
9.968023506417149e-08 	 447
8.688842666120525e-08 	 110
8.68816422980957e-08 	 441
9.649154698223875e-08 	 425
1.0992248772726293e-07 	 418
9.21886107967435e-08 	 420
9.554618035879957e-08 	 495
9.979619507292047e-08 	 382
9.204009248306917e-08 	 386
9.249715812349572e-08 	 233
9.451858964936188e-08 	 219
9.584583913261138e-08 	 355
9.074282930493922e-08 	 211
9.744212517610018e-08 	 259
9.844573105033586e-08 	 316
1.2160347699750016e-07 	 405
1.1905831634655171e-07 	 458
