Residual 	 Iterations
9.686738710055912e-08 	 493
1.4375262589735734e-07 	 455
8.585400978900765e-08 	 498
1.578892901045055e-06 	 473
9.505615481879729e-08 	 493
6.023202350723076e-07 	 499
1.328274246932822e-07 	 494
5.824616861285416e-06 	 399
9.702726077247273e-08 	 496
4.30916885878975e-07 	 494
1.5477314155188028e-07 	 490
9.573496307689017e-07 	 444
1.1982543119836273e-07 	 495
7.307480330217719e-08 	 432
1.5433977015492692e-05 	 448
9.450126074587729e-07 	 497
1.745177145025751e-07 	 489
1.0917992141045022e-07 	 497
1.2423744164709253e-07 	 500
7.269930787801806e-08 	 492
1.1075222750677891e-07 	 497
1.0514100221656929e-07 	 490
6.650636514856155e-07 	 500
1.1863362178837239e-07 	 484
5.4216009381081883e-08 	 492
7.195050405340945e-08 	 468
5.890568484169909e-07 	 494
1.5572361496974124e-07 	 477
9.420955656977213e-08 	 473
3.6785044013902157e-07 	 497
0.0001518003161360391 	 402
7.72157648725599e-08 	 497
7.491274797059839e-08 	 468
1.5261929161519285e-07 	 500
7.221336282293591e-08 	 497
9.041969919939356e-08 	 483
8.26364029637979e-08 	 489
1.2161361285089435e-07 	 500
1.1283570004227963e-07 	 499
1.0417481441932198e-07 	 490
8.321503811669521e-08 	 498
6.64186929959746e-08 	 498
5.908528716758658e-07 	 498
7.276721386332552e-08 	 485
1.2402166183280765e-07 	 485
1.9395564508395044e-07 	 460
1.0302882408208133e-06 	 500
2.3835100480454175e-07 	 491
7.210993631695578e-08 	 497
9.688846230658758e-07 	 500
6.749229298322251e-08 	 423
6.720937745137239e-08 	 437
1.2142693135293362e-07 	 489
9.316297152772172e-08 	 499
8.548983117717473e-08 	 487
7.065441167050796e-08 	 475
6.06064697118709e-08 	 494
9.778713289493761e-08 	 457
9.135809406344428e-08 	 487
1.0095949238814472e-07 	 498
3.8496909476631593e-07 	 487
1.2486250543729548e-07 	 497
8.211800386348887e-08 	 481
3.307114319254496e-07 	 498
8.578024162283879e-08 	 473
2.47191700330116e-07 	 490
7.269202217898513e-08 	 491
9.216554235495776e-08 	 484
1.2826221391739493e-07 	 495
1.3456947581820682e-07 	 493
3.2880878065363496e-07 	 499
9.759101053997497e-08 	 495
7.219843414149662e-08 	 450
6.320922828202867e-08 	 441
6.217987235100184e-08 	 493
6.550702218138183e-08 	 498
9.157130797839014e-08 	 491
6.94920983655133e-08 	 500
7.967981535797419e-08 	 479
8.595359510840327e-08 	 500
9.568829232058702e-08 	 442
8.958366359036934e-08 	 485
8.730375086538201e-07 	 495
8.809004849636297e-08 	 483
2.993516184141825e-06 	 489
9.714231424456918e-08 	 499
8.753386578520999e-08 	 498
1.7778173109172378e-06 	 496
4.3111779075102615e-07 	 499
7.396215419328088e-08 	 498
6.00421956671492e-08 	 496
1.1956508843656496e-07 	 498
1.0717684276216066e-07 	 487
1.2028246900342566e-07 	 495
2.5125512856441717e-07 	 497
1.464773683289869e-07 	 471
4.2964317503120374e-07 	 496
6.748022014157933e-08 	 483
6.897730723390828e-07 	 499
1.664671794900323e-07 	 498
3.9478941103866174e-07 	 489
1.1610197568581973e-07 	 419
9.683414211485624e-08 	 494
6.922602844124062e-08 	 496
1.6673079611280093e-07 	 497
7.729112572418572e-08 	 485
8.453068643012057e-08 	 493
6.762349494728592e-08 	 474
1.5310827400761408e-05 	 483
5.8358755024626594e-08 	 499
2.026137352536697e-07 	 499
8.620465510817847e-08 	 436
0.0010026866502000557 	 46
2.191329792025068e-07 	 494
9.049120389536178e-08 	 492
1.172188883445773e-06 	 499
5.83085750767251e-08 	 447
5.5210425215854345e-08 	 484
7.048677617017075e-08 	 482
2.422597911838053e-07 	 500
5.726933226479283e-08 	 490
6.918640858906898e-08 	 445
1.2568727717339493e-07 	 499
1.9982208810723938e-07 	 481
9.751625561556912e-08 	 470
2.770376975785428e-07 	 453
6.727672550480207e-08 	 497
1.58938271437274e-07 	 484
8.192767306922195e-08 	 477
1.1403937219809379e-07 	 498
7.161085882225213e-08 	 476
7.135310772462565e-07 	 500
6.087443870770952e-08 	 492
1.3142484078905505e-06 	 498
7.362824589492483e-08 	 496
7.42054403765349e-08 	 470
7.990983612715588e-08 	 496
3.3688707380756456e-07 	 499
1.5642369078793912e-07 	 499
8.117003555631046e-08 	 472
1.846993445619234e-07 	 495
7.603134798345991e-08 	 490
5.0978381895578994e-08 	 482
1.615670535530118e-07 	 416
2.6268101023927175e-07 	 458
7.293606728958892e-08 	 471
9.523983416987377e-08 	 495
7.842318005839821e-08 	 499
1.4554467724441715e-06 	 498
1.0269711642103455e-07 	 494
6.877210264577689e-08 	 499
1.2314729600992572e-07 	 500
1.1952028368152128e-07 	 472
6.883107788263463e-08 	 444
7.46034548786014e-08 	 489
7.993012218998169e-08 	 443
9.057775511062704e-07 	 397
1.811518356867851e-07 	 484
8.732779085571095e-08 	 481
1.0958015504404088e-07 	 499
1.2985701978699368e-07 	 485
1.8611523777364154e-05 	 187
6.999469421489185e-08 	 475
6.961689668475966e-08 	 487
6.892416613539853e-07 	 476
1.2613197305552885e-07 	 500
1.4029745632997303e-07 	 472
1.4547364287873394e-06 	 490
5.72821461510425e-07 	 500
9.849410478740031e-08 	 485
1.1153341067655384e-07 	 499
7.169009588609287e-08 	 497
9.112605544029448e-08 	 496
1.4756989638828187e-07 	 498
1.214993769705171e-07 	 498
7.155361714035014e-08 	 490
1.5789189429549304e-07 	 497
9.712984547261843e-08 	 498
1.0003869011634632e-05 	 487
1.0974879721867761e-06 	 499
1.0261622829019308e-07 	 477
5.96697698181759e-08 	 490
5.240266734209191e-08 	 429
7.021151604779363e-08 	 445
6.895071451731123e-08 	 493
2.632868739516033e-07 	 492
3.7262392094942906e-07 	 500
8.180555494736235e-08 	 499
1.297894677302714e-07 	 496
2.2312288554000817e-06 	 487
1.5030306713709445e-07 	 494
2.0389859204951116e-07 	 485
1.9823388849561498e-07 	 496
0.00011867110890533184 	 106
9.522582833227332e-08 	 495
6.913035677091346e-08 	 490
7.005584156219864e-08 	 493
6.445635645108662e-07 	 500
8.482404565240052e-08 	 487
7.454981165486591e-08 	 494
2.4636141789504224e-07 	 498
1.3412806446903604e-07 	 493
2.6433407196873664e-07 	 498
0.0 	 451
7.352270853206645e-08 	 486
1.6029374349998824e-07 	 500
7.788929860864477e-08 	 495
6.333949140716009e-08 	 483
1.4933409616842243e-07 	 497
6.240628903477856e-08 	 466
8.220817888924183e-08 	 479
1.0732605782786016e-07 	 498
3.389617100132941e-07 	 472
6.413522323244735e-08 	 493
4.023323631587312e-07 	 499
1.2419651518101425e-07 	 489
3.3966745069274726e-07 	 500
1.761910594773563e-07 	 471
8.864410906500549e-08 	 488
1.7959874008392532e-07 	 470
1.2835626625148774e-07 	 448
1.0962580963957643e-07 	 492
7.688914299283078e-08 	 495
8.566576565958031e-08 	 468
1.3949737284533295e-07 	 472
3.795181431653978e-07 	 498
6.956716487784023e-08 	 500
7.157178990937164e-08 	 496
1.7426183687048596e-07 	 493
2.3314132666893768e-07 	 481
1.555966942139225e-07 	 493
6.889105706103133e-08 	 486
1.1974287535108924e-07 	 490
6.315331638853859e-07 	 500
2.0149728736855852e-07 	 500
7.155817576904321e-08 	 466
7.177501321577979e-08 	 460
1.0327202434150036e-07 	 486
1.642803465432067e-07 	 491
3.280277975776288e-07 	 500
9.890779862876174e-08 	 490
0.0 	 316
1.4755922751031216e-07 	 497
9.878173602710847e-08 	 472
1.8861926876845335e-07 	 496
0.00024690218776646385 	 62
5.566105187161537e-08 	 472
9.51247948326014e-08 	 498
8.684254942240857e-08 	 480
8.654841729481023e-08 	 477
1.587479903344971e-07 	 492
6.289292051185589e-08 	 495
8.924189359234414e-08 	 500
3.163524889278211e-07 	 472
2.468994143349758e-07 	 489
5.910843543031908e-08 	 466
6.287840807811628e-08 	 491
1.4264237631748132e-07 	 487
4.0544265044961053e-07 	 498
0.0005845978436845378 	 156
8.277011157050383e-08 	 476
6.24102679503438e-08 	 493
0.0003689628980633448 	 250
1.1284702958535325e-07 	 499
8.063786665702763e-08 	 484
8.030846279611482e-08 	 492
1.1399715385173121e-07 	 497
1.0542266813850323e-07 	 492
9.922251847077951e-08 	 495
1.4383304467837708e-07 	 474
3.212053531784176e-07 	 500
1.2063166052200544e-07 	 483
4.189861873437557e-07 	 500
8.028368841871249e-08 	 498
1.365366936733573e-06 	 499
8.903403059108515e-07 	 500
7.571039526471833e-08 	 497
1.0015125641894969e-07 	 483
2.735907123335692e-07 	 485
7.386896095830721e-08 	 495
1.0986191253990519e-07 	 465
1.0509596800328271e-07 	 498
6.297747921619046e-08 	 494
1.6795920551471372e-05 	 486
1.0271523075295936e-05 	 348
1.50004860051583e-07 	 482
5.661741774534957e-06 	 500
6.61947960801154e-08 	 476
6.859808622657956e-08 	 498
7.057886201718892e-08 	 461
6.385413427749271e-08 	 482
8.792203443475678e-08 	 493
8.237827034810564e-08 	 485
6.109702659642631e-08 	 498
6.395570594204368e-08 	 469
5.6969614109077034e-08 	 474
0.0008960666793372444 	 115
6.054235152909508e-08 	 498
6.48339864479548e-08 	 490
1.4292455071549752e-07 	 488
1.628919376127681e-07 	 500
7.93453507147383e-08 	 488
7.491879725478362e-08 	 483
1.828042872619133e-07 	 497
1.033756296915422e-07 	 500
8.429907165414384e-08 	 497
9.167667614969561e-08 	 495
2.510039372756624e-07 	 495
4.947092820433792e-08 	 493
7.76564232609835e-08 	 474
2.2885717289639491e-07 	 499
2.0175106460008516e-07 	 464
6.02864286313031e-08 	 463
8.343789736433626e-08 	 493
9.73523249430578e-08 	 422
1.675968030622246e-06 	 497
7.365604927140611e-08 	 496
3.563846708147515e-07 	 500
5.928997809025582e-08 	 468
5.9430993032854495e-08 	 480
9.249911548645701e-08 	 470
6.046833388620796e-08 	 480
6.962948702837848e-08 	 479
6.722813427102157e-08 	 498
8.16505921269062e-08 	 489
1.2989228063297054e-06 	 496
0.0003421534287197297 	 305
1.7895724579499275e-07 	 493
4.986350824284711e-07 	 494
0.0003674279669706701 	 429
2.8476315360743497e-05 	 495
1.0124091884544363e-07 	 492
1.0080046788675023e-05 	 492
9.349138582626188e-08 	 474
7.517282264595185e-08 	 487
1.5341026412172012e-07 	 473
7.088099481385755e-08 	 466
2.5386887157962006e-07 	 485
1.7355251696769362e-07 	 500
6.689244699611817e-08 	 453
3.6604414832278755e-07 	 500
2.799193087203712e-07 	 499
8.241743520598184e-08 	 482
1.1928182457138478e-07 	 500
7.347594658496534e-08 	 456
5.234193154183799e-07 	 488
7.256915718413892e-08 	 489
2.986705364388364e-06 	 494
1.7094134393589644e-07 	 488
6.838429718881224e-08 	 473
1.4351546484317592e-07 	 497
7.894250632245029e-08 	 488
4.6896140470910485e-07 	 490
9.384098385845878e-08 	 482
1.2211431531185412e-06 	 499
1.5204104556486413e-07 	 500
4.656802187329269e-07 	 492
3.472344101189199e-07 	 425
2.2863935188115566e-07 	 498
2.3477771957171626e-06 	 498
0.00028289348705400156 	 207
0.0030402410049472145 	 73
9.136277328411582e-08 	 498
3.4037904752230383e-07 	 488
7.592508566149335e-08 	 499
1.002915531168088e-06 	 494
3.7560991077403396e-07 	 496
5.591614233305495e-07 	 498
3.969734304735137e-07 	 485
9.847245168282822e-08 	 467
8.120945343126693e-08 	 491
2.270650754682775e-06 	 500
7.800187454349627e-08 	 497
2.138274064075063e-07 	 498
2.526321615511679e-07 	 500
1.3620162767599808e-07 	 494
6.452171628729685e-08 	 496
1.2223210438236556e-07 	 490
1.2315876192714035e-07 	 498
7.031437360580799e-08 	 485
8.958950743279571e-08 	 499
8.041706878337116e-08 	 482
1.1711710021127571e-07 	 490
1.21937775135957e-07 	 500
6.493533450935003e-08 	 487
8.728292774654005e-08 	 475
1.021661054235737e-07 	 500
9.197882127761327e-08 	 496
9.633681674149782e-07 	 472
8.179714623746657e-08 	 496
0.00012034857456927925 	 127
8.985407582204142e-08 	 497
8.846923534474326e-08 	 485
6.317222032473968e-08 	 493
6.374130515343121e-08 	 499
7.202877666131682e-08 	 475
1.3017422299269185e-07 	 486
1.3154688589185307e-07 	 474
4.574565712509917e-07 	 494
0.0 	 136
1.1987783435621673e-07 	 484
1.3946916146827433e-06 	 356
1.920599892533839e-07 	 468
2.935742745133064e-06 	 486
8.199120457154216e-08 	 485
9.925475312919086e-05 	 120
1.205092828350663e-07 	 480
8.629678048482848e-08 	 483
7.74909768965286e-08 	 498
8.364956252633637e-08 	 496
2.3500181558342925e-07 	 497
0.0 	 105
1.0698363397563046e-07 	 467
7.017639782237846e-08 	 461
3.80263837048524e-07 	 499
2.648970972926962e-06 	 490
1.5593186332035993e-07 	 482
7.910736809037866e-08 	 468
1.1543642938212423e-07 	 498
1.42097175498451e-07 	 500
1.136404226070586e-07 	 500
5.9543458237195304e-08 	 497
1.1342016170201743e-07 	 493
7.914472776186188e-08 	 497
9.572029614084437e-08 	 500
2.3925523271915924e-07 	 450
9.606091161497225e-08 	 498
2.5305227702493046e-06 	 500
2.1944266246946366e-06 	 417
9.109646864622118e-08 	 496
7.048734582272707e-08 	 473
6.357484904329476e-08 	 468
0.0002398389548362389 	 222
5.8739185167702124e-08 	 498
1.8875374317460146e-07 	 468
6.301734958457896e-08 	 473
8.112355789005155e-08 	 482
6.682257836434983e-08 	 499
8.671447349885727e-08 	 497
2.2108769699640076e-07 	 498
9.114429005409153e-08 	 495
7.044422834784837e-08 	 490
1.1731409029777234e-07 	 482
3.668824357334037e-07 	 494
1.2368756599489417e-07 	 482
1.338428848098119e-07 	 489
7.690030052824622e-08 	 495
5.888127648665163e-07 	 479
8.459832289258939e-08 	 483
1.8530621215118475e-07 	 499
3.5339892968363326e-07 	 498
8.021297821632239e-08 	 496
0.00015378799882191657 	 273
1.736925748399864e-07 	 492
6.989457653246555e-08 	 478
0.00010043984078279802 	 236
1.4256526256704605e-07 	 499
6.03009080273861e-08 	 478
7.693881283322462e-08 	 495
7.98785155769384e-08 	 495
8.860393283016369e-08 	 413
0.00032610229350733697 	 271
1.755327482130042e-07 	 500
9.27680570907899e-08 	 476
7.800337428156413e-08 	 499
0.0 	 277
9.780015920312382e-08 	 494
7.723899217154607e-08 	 497
7.672176760169645e-08 	 494
1.1761361732034334e-07 	 496
7.231617050187634e-06 	 498
3.2190223395610373e-07 	 499
9.444003933027397e-08 	 482
8.094758424330708e-08 	 479
1.464902851059241e-07 	 498
2.6854036706240727e-07 	 499
1.8934746015548376e-07 	 499
1.2530492678892068e-07 	 497
6.252320805194883e-08 	 500
7.785239282044347e-08 	 498
7.555436972103036e-08 	 492
8.652117556624085e-08 	 499
4.632069424982817e-07 	 498
7.535408828155487e-08 	 500
7.568215481576688e-08 	 453
7.096181071769665e-08 	 497
1.1894701813650993e-07 	 497
9.51424178932936e-07 	 493
1.7759033865628854e-07 	 488
1.0223668094591383e-07 	 483
1.0928872289516737e-06 	 500
1.0221908231296854e-06 	 500
1.0124658584237328e-07 	 497
4.009111673365082e-06 	 496
1.8114700967077583e-07 	 486
1.1797709224764244e-06 	 499
5.552148716361391e-08 	 487
2.3217729963146788e-07 	 487
7.742075518083762e-08 	 481
1.1351282522452225e-07 	 485
0.00019332353793556018 	 279
9.526621320502765e-08 	 490
8.898119562806823e-08 	 488
6.214821351092159e-08 	 431
1.0765893410203889e-07 	 491
1.3491991225274443e-07 	 499
1.0156012939400014e-07 	 499
6.605958507100868e-08 	 497
5.453581268394752e-07 	 486
5.359819500644777e-07 	 493
0.00017529038657535656 	 138
1.087395797416406e-07 	 475
4.096122968891274e-07 	 498
8.185320631463786e-08 	 478
3.143659781404681e-07 	 500
4.840766712246068e-07 	 445
8.898980248070434e-08 	 498
1.3313667477981727e-07 	 499
8.733505253704198e-08 	 493
8.16791786670445e-08 	 495
6.536695506243436e-07 	 459
8.466746916125999e-08 	 494
1.7845800756453329e-06 	 485
7.84487704135889e-08 	 476
1.9799306328226053e-07 	 490
9.398816732832725e-08 	 480
6.897460291954218e-08 	 482
5.202629749267841e-06 	 386
3.6399938649629754e-07 	 495
2.5634315715455754e-06 	 499
7.702088325322239e-08 	 458
1.4954827673779426e-07 	 475
3.124472419487342e-07 	 500
1.49223991887778e-06 	 498
8.395266871567453e-08 	 495
1.509847282725666e-07 	 487
7.959921358290315e-08 	 499
6.599881574957958e-06 	 478
9.457603248501933e-08 	 490
8.263932698749403e-08 	 491
6.921120542819911e-08 	 479
6.927594406315131e-07 	 478
8.227230055817008e-06 	 224
9.072681474790973e-08 	 497
7.036945754002724e-08 	 495
9.128512564255544e-08 	 484
7.512777026674516e-08 	 484
1.8999006887595156e-07 	 486
1.8344593253766748e-07 	 453
8.610717267552915e-07 	 498
1.0420728252524936e-07 	 474
5.07522272969906e-08 	 475
8.720547494710551e-08 	 487
1.3237116391429697e-06 	 409
1.0264245234670673e-07 	 498
3.486431529690892e-06 	 499
7.859253200102956e-08 	 452
1.7324045561625002e-07 	 499
7.627806772953573e-08 	 497
8.53218636689523e-08 	 497
4.944544549106811e-08 	 487
8.85726088895105e-08 	 457
2.532590717647111e-07 	 486
2.3240140189344463e-07 	 495
7.363188679324778e-08 	 442
3.213321681088522e-07 	 499
6.712962737344029e-08 	 483
1.539006541424377e-07 	 499
3.0840272050786342e-06 	 477
8.261896905881848e-08 	 493
1.248928489069561e-07 	 495
1.1663267917148216e-07 	 491
1.1529233319478652e-07 	 500
1.917936194868655e-06 	 486
3.146587364159887e-07 	 480
2.3276869091821196e-07 	 492
8.244757644458373e-08 	 494
7.777331785197367e-08 	 494
9.978286102137087e-08 	 479
6.646194489263375e-08 	 430
8.720645078268249e-08 	 471
1.0076137460176288e-07 	 500
9.260881048546741e-08 	 476
1.1756080658264436e-07 	 493
3.5995901912300765e-06 	 483
1.1246365072472543e-07 	 497
8.092056656278494e-08 	 494
7.422624694498655e-08 	 426
7.98197523249851e-08 	 496
1.691828851922133e-07 	 478
7.719233887178774e-08 	 497
9.04875757896638e-08 	 492
5.56933769179693e-08 	 496
1.4551404824365115e-07 	 500
1.13784242757115e-06 	 499
8.499554311276238e-08 	 497
7.940260305864416e-08 	 498
1.042426496321358e-07 	 477
4.925795910741217e-07 	 422
8.085692016510069e-08 	 488
7.721232988125915e-08 	 497
7.903161909080097e-07 	 494
2.785201972295778e-07 	 496
3.4265405005149784e-07 	 493
3.845487868584019e-07 	 500
0.00017725537649426631 	 82
1.2703226824262032e-07 	 492
1.4460411143435253e-06 	 475
9.088843273750275e-08 	 495
6.321043264349649e-08 	 466
0.00015412136957213517 	 258
8.047136716917464e-08 	 492
6.502465773831906e-08 	 494
5.718240724329238e-08 	 493
9.529526594447569e-08 	 500
0.0006695072005561187 	 212
5.095757468288303e-06 	 492
7.722394394128096e-08 	 497
6.482619854130693e-08 	 499
9.386347934311381e-07 	 490
2.538943349413811e-07 	 499
1.5540864901657038e-07 	 492
1.7220678510720122e-07 	 499
7.116199385666718e-08 	 493
7.428800515034057e-08 	 486
1.7218806923918592e-07 	 481
2.352894357233685e-07 	 499
1.7519738034275483e-07 	 496
9.194736400174357e-08 	 490
1.1239165916853811e-07 	 486
8.238239128094961e-08 	 449
0.00016947742097307583 	 499
1.4135841815408664e-07 	 500
7.80078969629252e-08 	 498
1.2720086126920579e-07 	 498
1.1098202240557676e-07 	 412
2.715405958132039e-07 	 490
8.501430996279124e-08 	 498
6.42372150329137e-08 	 462
8.669445231469744e-08 	 493
9.082009909887474e-08 	 498
0.00011477216899693697 	 146
0.0010425825957496846 	 46
6.337173334353799e-08 	 449
3.867202329172328e-07 	 496
2.3509224679696021e-07 	 495
2.037237826931448e-06 	 449
1.047355135388353e-06 	 446
3.405542078120598e-07 	 500
1.5824786590983016e-07 	 453
1.015738082342457e-06 	 462
8.694088156969697e-08 	 492
8.020798810280978e-08 	 490
7.238397809576614e-08 	 492
5.791195344864808e-08 	 488
7.838550252819808e-08 	 492
1.1106601277921385e-07 	 498
0.0 	 93
7.58660932011986e-08 	 486
8.967587245555581e-08 	 476
8.218272546958289e-08 	 487
3.217482429472588e-07 	 500
9.354848000560604e-08 	 500
1.1706554874046103e-07 	 497
0.00015462751181106768 	 81
9.431165793412142e-08 	 500
2.300545073144319e-06 	 493
1.0807235875173662e-07 	 496
2.561813676452823e-06 	 499
7.653569851082771e-08 	 499
7.664592348927185e-08 	 490
7.664598929551705e-08 	 482
2.1537614809076628e-06 	 286
5.597935704451199e-08 	 493
1.641635286779993e-07 	 491
9.85874215250119e-08 	 495
6.995854391724487e-08 	 491
1.4700301028001521e-07 	 491
1.1047318781785722e-07 	 497
8.761727680302412e-08 	 484
1.1503772393815195e-06 	 490
1.4595620772847075e-07 	 497
6.139251387567226e-08 	 496
1.0146081680868745e-07 	 474
9.058244165852115e-08 	 482
6.881542495075144e-07 	 495
6.502630827795801e-08 	 444
1.2391820032514916e-07 	 500
6.31331115155124e-08 	 483
8.801909829300777e-08 	 484
7.81356912693882e-08 	 496
1.8206711044146152e-07 	 487
2.43876471998253e-07 	 487
9.55014442359258e-08 	 491
2.695732874076872e-07 	 488
1.4046095283258075e-07 	 499
5.9241828478670435e-08 	 449
6.574062505757288e-08 	 490
6.290964401337697e-08 	 487
2.2648576915405402e-05 	 492
5.935196963961551e-08 	 475
0.0 	 299
9.325050496973571e-06 	 235
9.021544334038754e-08 	 476
7.988800592894634e-08 	 499
1.0376389997154901e-07 	 480
0.000690954103425766 	 41
0.00014357014854544627 	 277
1.5395478800089963e-07 	 472
2.1244395367827625e-07 	 498
6.947656894235319e-08 	 491
2.25674682696605e-07 	 498
6.280797889939303e-08 	 492
4.766815441542146e-07 	 477
1.06265092376388e-07 	 484
1.2438597051647925e-07 	 409
1.351424597305622e-07 	 499
5.11228657624166e-08 	 491
7.766643901065178e-08 	 486
6.393243147621425e-07 	 495
6.353499798712992e-08 	 486
1.0491367721973475e-07 	 481
9.467982574444575e-08 	 477
5.777346982110137e-07 	 479
7.93763372552127e-08 	 489
1.6652127044923008e-07 	 489
7.68603731785814e-08 	 486
7.321529635304177e-08 	 500
4.3147305000392815e-07 	 500
3.7865093201460805e-07 	 455
5.498211154524652e-08 	 491
1.0493653575989629e-07 	 497
1.918746439547189e-07 	 482
3.7678995543003137e-06 	 493
7.38352813994392e-07 	 430
5.0483535129007947e-08 	 458
6.72503468545836e-08 	 460
7.522038461029236e-07 	 500
1.6647704287015553e-07 	 496
7.857044357915427e-07 	 487
1.5990474236018122e-07 	 470
9.195406595188029e-08 	 486
2.7308078748456978e-06 	 500
7.465559438258373e-08 	 465
7.038526584436439e-06 	 458
3.7900194167006874e-05 	 496
6.872919938331562e-08 	 497
6.185063454556495e-08 	 492
7.019561026318215e-08 	 461
6.681690389002904e-08 	 495
8.42306195589079e-08 	 468
6.686128642118905e-08 	 476
5.088772094753875e-05 	 180
8.75864545233561e-08 	 485
1.7510510141957737e-07 	 497
8.24464235569782e-08 	 476
9.74402165787757e-08 	 484
6.459725128229777e-07 	 494
2.958054754369786e-07 	 500
1.361232583221597e-07 	 495
8.198623472498173e-08 	 432
1.033345867197571e-07 	 491
1.0626710114751049e-07 	 498
1.0789141963983096e-07 	 460
7.429043896928569e-08 	 473
1.8283267734547533e-06 	 335
8.586081942941568e-08 	 480
6.700935709952621e-08 	 500
1.0649467401040275e-07 	 495
6.472317063706011e-08 	 444
1.1509860661088862e-07 	 498
7.07155652458055e-08 	 481
5.744978673093544e-07 	 421
2.968094039017419e-07 	 424
2.066809084183766e-05 	 229
9.704916109294469e-08 	 499
6.829567829921288e-08 	 432
7.083840636275776e-08 	 459
9.598633092107727e-08 	 473
7.809014931669607e-08 	 490
7.315885261351575e-08 	 490
9.552618822265897e-08 	 481
8.291079591158799e-08 	 498
9.632534604611797e-08 	 485
9.499906465372717e-08 	 490
8.138016351721941e-08 	 490
2.862999400915151e-07 	 488
1.9977433631404554e-07 	 495
7.402238555107209e-07 	 499
7.025229326783952e-08 	 490
2.2782512410144952e-07 	 498
4.535047906690216e-07 	 441
1.6303411653272493e-07 	 500
7.72929500676915e-07 	 467
1.1411939803842374e-06 	 500
6.720177789922607e-08 	 493
8.265382274640424e-08 	 498
5.869451498746901e-08 	 483
1.2561092709385061e-07 	 490
8.753861710780427e-08 	 473
9.192356120065107e-08 	 497
6.431515062653144e-08 	 455
1.0972617277085376e-07 	 439
7.39861138679271e-08 	 487
6.072468875112562e-08 	 496
1.5231240945695026e-07 	 472
8.119474046624409e-08 	 498
2.395795092485881e-07 	 496
1.1019868915105562e-07 	 472
1.3887527672675924e-07 	 386
5.446078869433222e-07 	 495
9.821293423147481e-08 	 488
3.1749227854915367e-07 	 430
2.2266818797342537e-06 	 500
1.1357302598495063e-07 	 499
3.0870368505102305e-06 	 493
1.5221637083807897e-07 	 493
8.524130487804474e-08 	 494
9.764914206381213e-08 	 493
5.7807065890929815e-08 	 480
2.3713806579072676e-07 	 500
3.135048809646721e-06 	 498
5.8656222183797624e-08 	 491
1.058655380689207e-07 	 496
1.0683024596560589e-07 	 485
1.431088432795111e-07 	 494
7.990075087478262e-08 	 479
6.226949475574494e-08 	 499
8.525851724333838e-08 	 497
8.883596725069945e-08 	 452
1.87503672573658e-07 	 495
6.973846334051537e-08 	 463
1.9899821257560428e-07 	 465
0.00013955150455904447 	 239
7.88508010513091e-08 	 452
9.264013032811688e-08 	 500
9.699299402674828e-07 	 459
6.607865612956616e-08 	 441
6.270093471733126e-08 	 499
2.5097176731763204e-07 	 499
9.516779302223739e-08 	 471
7.241483998182278e-08 	 473
8.312722655567495e-08 	 486
9.445556688771529e-08 	 494
6.651329711425311e-07 	 498
6.606191893901553e-08 	 496
8.176312836312378e-08 	 495
9.410805531615084e-08 	 475
1.643919535691739e-07 	 500
4.997531764915849e-07 	 476
7.88519642305027e-08 	 488
7.709162019470181e-08 	 478
7.813355803182544e-08 	 476
7.369427167192961e-08 	 497
1.438193505610633e-07 	 500
7.963350631342132e-08 	 500
3.263855939620734e-07 	 499
8.70714107771073e-08 	 482
1.725591439324846e-07 	 497
0.0007695567525095519 	 116
8.78200489789657e-08 	 476
6.747573207760107e-06 	 494
2.2801048147612652e-07 	 490
6.083038327918679e-08 	 463
9.069988357249059e-08 	 481
1.5235738952095517e-07 	 499
7.594746814013687e-08 	 494
1.1827591994969342e-07 	 491
8.840590854813055e-08 	 480
9.125505852465019e-08 	 493
7.18324374832331e-08 	 482
2.5370986030219995e-07 	 451
1.1187325803377739e-07 	 495
1.7134568620692936e-07 	 496
1.7229654125226285e-07 	 490
1.4278564405244275e-07 	 494
2.0218729544348892e-07 	 500
6.916740944262897e-08 	 445
2.3745571574141187e-06 	 489
2.332385143745825e-07 	 498
7.757061271344428e-08 	 484
7.580786841936158e-08 	 450
1.2840689618590162e-07 	 486
3.4760133694643608e-06 	 397
1.1540231433752005e-07 	 470
1.4151482296460538e-07 	 488
3.422271972460815e-07 	 496
2.63994932758711e-07 	 499
8.200692789300123e-08 	 453
7.008957811150165e-08 	 465
7.076842465105129e-08 	 487
7.569741342346956e-08 	 500
2.011704857704375e-07 	 487
8.451282357722444e-08 	 483
2.8300222113300555e-07 	 499
2.0819163343691787e-07 	 500
0.0001812316021011255 	 101
7.87255753669084e-08 	 494
3.584312667207281e-07 	 500
3.2964323840150624e-06 	 472
2.887916825120072e-07 	 498
0.00030657408177807676 	 236
1.0675493882308887e-07 	 484
1.1158083923190711e-07 	 500
8.386599720592126e-08 	 472
5.246731185335008e-07 	 481
7.856509244276578e-08 	 498
1.2379662404575518e-07 	 496
8.644280152397066e-08 	 498
7.794199084139946e-08 	 475
9.741359292375632e-08 	 485
2.651130457772219e-07 	 498
1.2166865979246344e-07 	 496
0.0007338589550048537 	 101
7.105719251178569e-08 	 500
1.7551459532919912e-07 	 499
2.095501871936311e-07 	 500
1.5033611827214711e-07 	 499
9.961543476632497e-08 	 485
